alternative_ids|id|source|source_url|synonym|term_name
|GO_0097244|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||flavonol binding
|GO_0033894|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||ribonuclease P4 activity
|GO_0034584|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""Piwi-associated RNA binding""]"|piRNA binding
|GO_0019152|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""diacetyl reductase activity""]"|acetoin dehydrogenase (NAD+) activity
|GO_0004643|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""10-formyltetrahydrofolate:5-phosphoribosyl-5-amino-4-imidazole-carboxamide N-formyltransferase activity"", ""10-formyltetrahydrofolate:5-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase activity"", ""5-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase activity"", ""5-amino-1-ribosyl-4-imidazolecarboxamide 5-phosphate transformylase activity"", ""5-amino-4-imidazolecarboxamide ribonucleotide transformylase activity"", ""5-amino-4-imidazolecarboxamide ribotide transformylase activity"", ""AICAR formyltransferase activity"", ""AICAR transformylase activity"", ""aminoimidazolecarboxamide ribonucleotide transformylase activity""]"|phosphoribosylaminoimidazolecarboxamide formyltransferase activity
|GO_0033829|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""O-fucosylpeptide beta-1,3-N-acetylglucosaminyltransferase activity"", ""UDP-D-GlcNAc:O-L-fucosylpeptide 3-beta-N-acetyl-D-glucosaminyltransferase activity""]"|O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity
|GO_0034899|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||trimethylamine monooxygenase activity
|GO_0051735|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||GTP-dependent polynucleotide 5-hydroxyl-kinase activity
|GO_0043844|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""ADP-6-phosphofructokinase activity"", ""ADP-Pfk activity"", ""ADP-dependent phosphofructokinase activity"", ""ADP:D-fructose-6-phosphate 1-phosphotransferase activity""]"|ADP-specific phosphofructokinase activity
|GO_0140101|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||catalytic activity, acting on a tRNA
|GO_0050126|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""N-carbamoylputrescine amidohydrolase activity"", ""NCP"", ""carbamoylputrescine hydrolase activity""]"|N-carbamoylputrescine amidase activity
|GO_0030341|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""ChnAC"", ""chondroitin AC eliminase activity"", ""chondroitin sulfate lyase activity"", ""chondroitinase AC"", ""chondroitin lyase activity""]"|chondroitin AC lyase activity
|GO_0004351|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""L-aspartate-alpha-decarboxylase activity"", ""L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)"", ""L-glutamate 1-carboxy-lyase activity"", ""L-glutamate alpha-decarboxylase activity"", ""L-glutamic acid decarboxylase activity"", ""L-glutamic decarboxylase activity"", ""cysteic acid decarboxylase activity"", ""gamma-glutamate decarboxylase activity""]"|glutamate decarboxylase activity
|GO_0046422|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""VDE"", ""violaxanthin:ascorbate oxidoreductase activity""]"|violaxanthin de-epoxidase activity
|GO_0018856|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||benzoyl acetate-CoA ligase activity
|GO_0004819|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""GlnRS"", ""L-glutamine:tRNAGln ligase (AMP-forming)"", ""glutamine translase activity"", ""glutamine-tRNA synthetase activity"", ""glutaminyl ribonucleic acid"", ""glutaminyl-transfer RNA synthetase activity"", ""glutaminyl-transfer ribonucleate synthetase activity"", ""glutaminyl-tRNA synthetase activity""]"|glutamine-tRNA ligase activity
|GO_0034549|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||N-cyclopropylammelide alkylamino hydrolase activity
|GO_0043819|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""CobF"", ""precorrin-6X synthase (deacetylating) activity"", ""S-adenosyl-L-methionine:precorrin-5 C1-methyltransferase (deacetylating)""]"|precorrin-6A synthase (deacetylating) activity
|GO_0017089|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""glycolipid carrier activity""]"|glycolipid transfer activity
|GO_0043829|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""TAD1"", ""tRNA(Ala)-A37 deaminase activity"", ""tRNA-specific adenosine deaminase 1""]"|tRNA-specific adenosine-37 deaminase activity
|GO_0047159|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""1-alkenylglycerophosphocholine O-acyltransferase activity"", ""acyl-CoA:1-alkenylglycerophosphocholine O-acyltransferase activity""]"|plasmalogen synthase activity
|GO_0052809|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||acharan sulfate lyase activity
|GO_0019159|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""NMN deamidase activity"", ""nicotinamide mononucleotide amidohydrolase activity"", ""nicotinamide mononucleotide deamidase activity"", ""nicotinamide-D-ribonucleotide amidohydrolase activity""]"|nicotinamide-nucleotide amidase activity
|GO_0106355|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||4-hydroxybenzoate 3-monooxygenase (NADH) activity
|GO_0140740|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||ADP-riboxanase activity
|GO_0042933|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""chrysobactin transporter activity""]"|chrysobactin transmembrane transporter activity
|GO_0052729|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""ApDMT"", ""S-adenosyl-L-methionine:N,N-dimethylglycine N-methyltransferase activity""]"|dimethylglycine N-methyltransferase activity
|GO_0004516|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""niacin ribonucleotidase activity"", ""nicotinate-nucleotide:diphosphate phospho-alpha-D-ribosyltransferase activity"", ""nicotinic acid mononucleotide glycohydrolase activity"", ""nicotinic acid mononucleotide pyrophosphorylase activity"", ""nicotinic acid phosphoribosyltransferase activity""]"|nicotinate phosphoribosyltransferase activity
|GO_0052836|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||inositol 5-diphosphate pentakisphosphate 5-kinase activity
|GO_0033427|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""glutamine tRNA""]"|CAA codon-amino acid adaptor activity
|GO_0047577|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""4-hydroxybutanoate:NAD+ oxidoreductase activity"", ""gamma-hydroxybutyrate dehydrogenase activity""]"|4-hydroxybutyrate dehydrogenase activity
|GO_0005367|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||myo-inositol:sodium symporter activity
|GO_0005502|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""11-cis retinaldehyde binding""]"|11-cis retinal binding
|GO_0001758|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""cytosolic retinal dehydrogenase activity"", ""retinal:NAD+ oxidoreductase activity""]"|retinal dehydrogenase (NAD+) activity
|GO_0047651|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""alkyl-halide halidohydrolase activity"", ""haloalkane halidohydrolase activity"", ""halogenase activity""]"|alkylhalidase activity
|GO_1901691|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""hydrogen ion binding""]"|proton binding
|GO_0004306|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""CTP-phosphoethanolamine cytidylyltransferase activity"", ""CTP:phosphoethanolamine cytidylyltransferase activity"", ""ET"", ""ethanolamine phosphate cytidylyltransferase activity"", ""CTP:ethanolamine-phosphate cytidylyltransferase activity"", ""phosphoethanolamine cytidylyltransferase activity""]"|ethanolamine-phosphate cytidylyltransferase activity
"[""GO:0032521"", ""GO:0032522"", ""GO:0048474"", ""GO:1901243""]"|GO_0033232|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""ATP-dependent D-methionine transporter activity"", ""ATP-dependent methionine transmembrane transporter activity"", ""ATPase-coupled D-methionine transporter activity"", ""ATPase-coupled methionine transmembrane transporter activity"", ""D-methionine exporter"", ""D-methionine importer"", ""D-methionine transmembrane transporter activity"", ""D-methionine transporter activity"", ""D-methionine-exporting ATPase activity"", ""D-methionine-importing ATPase activity"", ""D-methionine-transporting ATPase activity"", ""methionine transmembrane-transporting ATPase activity""]"|ABC-type D-methionine transporter activity
"[""GO:0000946""]"|GO_0000049|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||tRNA binding
|GO_0047714|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""1,2-diacyl-3-beta-D-galactosyl-sn-glycerol acylhydrolase activity"", ""galactolipid acylhydrolase activity"", ""galactolipid lipase activity"", ""polygalactolipase activity""]"|galactolipase activity
|GO_0051995|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||Se-methyltransferase activity
|GO_0004658|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""PCCase activity"", ""propanoyl-CoA:carbon-dioxide ligase (ADP-forming)"", ""propionyl coenzyme A carboxylase activity""]"|propionyl-CoA carboxylase activity
|GO_0018626|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""2-chlorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating, dechlorinating, decarboxylating)""]"|2-halobenzoate 1,2-dioxygenase activity
|GO_0004961|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""TXA(2) receptor activity"", ""TXA2 receptor activity""]"|thromboxane A2 receptor activity
|GO_0050191|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""GTP:3-phospho-D-glycerate 1-phosphotransferase activity""]"|phosphoglycerate kinase (GTP) activity
|GO_0001094|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""TFIID-class transcription factor binding""]"|TFIID-class transcription factor complex binding
|GO_0031762|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""FSH receptor binding"", ""follicle stimulating hormone receptor binding""]"|follicle-stimulating hormone receptor binding
|GO_0050479|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""1-alkyl-sn-glycerol,tetrahydrobiopterin:oxygen oxidoreductase activity"", ""O-alkylglycerol monooxygenase activity"", ""alkylglycerol monooxygenase activity"", ""glyceryl ether oxygenase activity"", ""glyceryl etherase activity"", ""glyceryl-ether cleaving enzyme activity""]"|glyceryl-ether monooxygenase activity
|GO_1901584|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||tetrapeptide transmembrane transporter activity
|GO_0050176|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""acetyl-CoA-L-phenylalanine alpha-N-acetyltransferase activity"", ""acetyl-CoA:L-phenylalanine N-acetyltransferase activity"", ""phenylalanine N-acetyltransferase activity""]"|L-phenylalanine N-acetyltransferase activity
|GO_0033409|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""tyrosine tRNA"", ""TAT codon-amino acid adaptor activity""]"|UAU codon-amino acid adaptor activity
|GO_0016725|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||oxidoreductase activity, acting on CH or CH2 groups
|GO_0016813|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines
|GO_0050528|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||acyloxyacyl hydrolase activity
|GO_0052848|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity
|GO_0016432|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""S-adenosyl-L-methionine:tRNA-uridine 3-(3-amino-3-carboxypropyl)transferase activity""]"|tRNA-uridine aminocarboxypropyltransferase activity
|GO_0033786|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""D-beta-D-heptose 1-phosphate adenylyltransferase activity"", ""heptose 1-phosphate adenyltransferase activity""]"|heptose-1-phosphate adenylyltransferase activity
|GO_0070186|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""GH activity""]"|growth hormone activity
|GO_0018634|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""alpha-pinene monooxygenase [NADH] activity""]"|alpha-pinene monooxygenase (NADH) activity
|GO_0000400|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""Holliday junction binding""]"|four-way junction DNA binding
|GO_0050172|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""L-phenylalanine oxidase (deaminating and decarboxylating)"", ""L-phenylalanine:oxygen 2-oxidoreductase (decarboxylating)"", ""l-phenylalanine oxidase (deaminating and decarboxylating) activity"", ""phenylalanine (deaminating, decarboxylating) oxidase activity"", ""phenylalanine (deaminating, decarboxylating)oxidase activity""]"|phenylalanine 2-monooxygenase activity
|GO_0033984|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase (indole-forming) activity"", ""(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase activity"", ""BX1"", ""IGL"", ""TSA"", ""indole glycerol phosphate hydrolase activity"", ""indole synthase activity"", ""indole-3-glycerol phosphate lyase activity"", ""indole-3-glycerolphosphate D-glyceraldehyde-3-phosphate-lyase activity"", ""indoleglycerolphosphate aldolase activity""]"|indole-3-glycerol-phosphate lyase activity
|GO_0044875|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""gamma-glutamyl hercynylcysteine S-oxide synthase"", ""gamma-glutamyl hercynylcysteine sulfoxide synthase""]"|gamma-glutamyl hercynylcysteine sulfoxide synthase activity
|GO_0008170|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||N-methyltransferase activity
|GO_0019962|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""type I IFN binding""]"|type I interferon binding
|GO_0030761|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""8-hydroxyquercetin 8-O-methyltransferase activity"", ""S-adenosyl-L-methionine:3,3,4,5,7,8-hexahydroxyflavone 8-O-methyltransferase activity"", ""flavonol 8-O-methyltransferase activity"", ""flavonol 8-methyltransferase activity""]"|8-hydroxyquercitin 8-O-methyltransferase activity
|GO_0050623|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""(R)-canadine synthase activity"", ""(R)-tetrahydroberberine:NADP+ oxidoreductase activity""]"|berberine reductase activity
|GO_0047591|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""5-hydroxyvalerate CoA-transferase activity"", ""5-hydroxyvalerate coenzyme A transferase activity"", ""acetyl-CoA:5-hydroxypentanoate CoA-transferase activity""]"|5-hydroxypentanoate CoA-transferase activity
|GO_0004364|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""RX:glutathione R-transferase activity"", ""S-(hydroxyalkyl)glutathione lyase activity"", ""glutathione S-alkyl transferase activity"", ""glutathione S-alkyltransferase activity"", ""glutathione S-aralkyltransferase activity"", ""glutathione S-aryltransferase activity"", ""glutathione S-transferase activity"", ""glutathione conjugation reaction""]"|glutathione transferase activity
|GO_0047384|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""hydroxymethylglutaryl-CoA reductase (NADPH)-phosphatase activity"", ""hydroxymethylglutaryl-CoA reductase (NADPH)-phosphate phosphohydrolase activity""]"|[hydroxymethylglutaryl-CoA reductase (NADPH)]-phosphatase activity
|GO_0015532|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""2-oxoglutarate:hydrogen symporter activity"", ""2-oxoglutarate:proton symporter activity"", ""alpha-ketoglutarate:hydrogen symporter activity""]"|alpha-ketoglutarate:proton symporter activity
"[""GO:0016425""]"|GO_0004808|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""tRNA 5-methylaminomethyl-2-thiouridylate 5-methyltransferase activity"", ""tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity""]"|tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity
|GO_0071723|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""bacterial lipoprotein binding""]"|lipopeptide binding
|GO_0030560|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||tRNA pseudouridylation guide activity
|GO_0071253|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||connexin binding
|GO_0031127|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""alpha-(1->2)-fucosyltransferase activity"", ""alpha-1,2-fucosyltransferase activity""]"|alpha-(1,2)-fucosyltransferase activity
|GO_0102168|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||5-methyl-phenazine-1-carboxylate N-methyltransferase activity
|GO_0047777|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""(+)-CMA-CoA lyase activity"", ""(3S)-citramalyl-CoA lyase activity"", ""(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)"", ""(3S)-citramalyl-CoA pyruvate-lyase activity"", ""citramalyl coenzyme A lyase activity""]"|(S)-citramalyl-CoA lyase activity
