chr|end|id|start|taxon_id
chr1|6469172|CHR1_6469113_6469172_GRCH38|6469113|9606
chr1|6485516|CHR1_6485457_6485516_GRCH38|6485457|9606
chr1|6490629|CHR1_6490570_6490629_GRCH38|6490570|9606
chr1|6497473|CHR1_6497414_6497473_GRCH38|6497414|9606
chr1|6520111|CHR1_6520052_6520111_GRCH38|6520052|9606
chr1|6554562|CHR1_6554503_6554562_GRCH38|6554503|9606
chr1|6580006|CHR1_6579947_6580006_GRCH38|6579947|9606
chr1|6599887|CHR1_6599828_6599887_GRCH38|6599828|9606
chr1|6602918|CHR1_6602859_6602918_GRCH38|6602859|9606
chr1|6603740|CHR1_6603681_6603740_GRCH38|6603681|9606
chr1|6613765|CHR1_6613706_6613765_GRCH38|6613706|9606
chr1|6624880|CHR1_6624821_6624880_GRCH38|6624821|9606
chr1|6625193|CHR1_6625134_6625193_GRCH38|6625134|9606
chr1|6680993|CHR1_6680934_6680993_GRCH38|6680934|9606
chr1|6701871|CHR1_6701812_6701871_GRCH38|6701812|9606
chr1|6785464|CHR1_6785405_6785464_GRCH38|6785405|9606
chr1|7771306|CHR1_7771247_7771306_GRCH38|7771247|9606
chr1|7784301|CHR1_7784242_7784301_GRCH38|7784242|9606
chr1|7784437|CHR1_7784378_7784437_GRCH38|7784378|9606
chr1|7784657|CHR1_7784598_7784657_GRCH38|7784598|9606
chr1|7853114|CHR1_7853055_7853114_GRCH38|7853055|9606
chr1|7913298|CHR1_7913239_7913298_GRCH38|7913239|9606
chr1|7940886|CHR1_7940827_7940886_GRCH38|7940827|9606
chr1|7954208|CHR1_7954149_7954208_GRCH38|7954149|9606
chr1|7961721|CHR1_7961662_7961721_GRCH38|7961662|9606
chr1|8026358|CHR1_8026299_8026358_GRCH38|8026299|9606
chr1|8423758|CHR1_8423699_8423758_GRCH38|8423699|9606
chr1|8817689|CHR1_8817630_8817689_GRCH38|8817630|9606
chr1|8818052|CHR1_8817993_8818052_GRCH38|8817993|9606
chr1|8878735|CHR1_8878676_8878735_GRCH38|8878676|9606
chr1|8945878|CHR1_8945819_8945878_GRCH38|8945819|9606
chr1|9069684|CHR1_9069625_9069684_GRCH38|9069625|9606
chr1|9129151|CHR1_9129092_9129151_GRCH38|9129092|9606
chr1|9182152|CHR1_9182093_9182152_GRCH38|9182093|9606
chr1|9182346|CHR1_9182287_9182346_GRCH38|9182287|9606
chr1|9234784|CHR1_9234725_9234784_GRCH38|9234725|9606
chr1|9239857|CHR1_9239798_9239857_GRCH38|9239798|9606
chr1|9292904|CHR1_9292845_9292904_GRCH38|9292845|9606
chr1|9347978|CHR1_9347919_9347978_GRCH38|9347919|9606
chr1|9539499|CHR1_9539440_9539499_GRCH38|9539440|9606
chr1|9588921|CHR1_9588862_9588921_GRCH38|9588862|9606
chr1|9630030|CHR1_9629971_9630030_GRCH38|9629971|9606
chr1|9651741|CHR1_9651682_9651741_GRCH38|9651682|9606
chr1|9664105|CHR1_9664046_9664105_GRCH38|9664046|9606
chr1|9824009|CHR1_9823950_9824009_GRCH38|9823950|9606
chr1|9877996|CHR1_9877937_9877996_GRCH38|9877937|9606
chr1|9910304|CHR1_9910245_9910304_GRCH38|9910245|9606
chr1|9942848|CHR1_9942789_9942848_GRCH38|9942789|9606
chr1|9943376|CHR1_9943317_9943376_GRCH38|9943317|9606
chr1|9943485|CHR1_9943426_9943485_GRCH38|9943426|9606
chr1|9997238|CHR1_9997179_9997238_GRCH38|9997179|9606
chr1|10032968|CHR1_10032909_10032968_GRCH38|10032909|9606
chr1|10232249|CHR1_10232190_10232249_GRCH38|10232190|9606
chr1|10232372|CHR1_10232313_10232372_GRCH38|10232313|9606
chr1|10399074|CHR1_10399015_10399074_GRCH38|10399015|9606
chr1|10430453|CHR1_10430394_10430453_GRCH38|10430394|9606
chr1|10430762|CHR1_10430703_10430762_GRCH38|10430703|9606
chr1|10433855|CHR1_10433796_10433855_GRCH38|10433796|9606
chr1|10450167|CHR1_10450108_10450167_GRCH38|10450108|9606
chr1|10472575|CHR1_10472516_10472575_GRCH38|10472516|9606
chr1|10473024|CHR1_10472965_10473024_GRCH38|10472965|9606
chr1|10474964|CHR1_10474905_10474964_GRCH38|10474905|9606
chr1|10694595|CHR1_10694536_10694595_GRCH38|10694536|9606
chr1|10796668|CHR1_10796609_10796668_GRCH38|10796609|9606
chr1|11012337|CHR1_11012278_11012337_GRCH38|11012278|9606
chr1|11012669|CHR1_11012610_11012669_GRCH38|11012610|9606
chr1|11013811|CHR1_11013752_11013811_GRCH38|11013752|9606
chr1|11022674|CHR1_11022615_11022674_GRCH38|11022615|9606
chr1|11023344|CHR1_11023285_11023344_GRCH38|11023285|9606
chr1|11047288|CHR1_11047229_11047288_GRCH38|11047229|9606
chr1|11060067|CHR1_11060008_11060067_GRCH38|11060008|9606
chr1|11099900|CHR1_11099841_11099900_GRCH38|11099841|9606
chr1|11189365|CHR1_11189306_11189365_GRCH38|11189306|9606
chr1|11262589|CHR1_11262530_11262589_GRCH38|11262530|9606
chr1|11273236|CHR1_11273177_11273236_GRCH38|11273177|9606
chr1|11273520|CHR1_11273461_11273520_GRCH38|11273461|9606
chr1|11479165|CHR1_11479106_11479165_GRCH38|11479106|9606
chr1|11479326|CHR1_11479267_11479326_GRCH38|11479267|9606
chr1|11488235|CHR1_11488176_11488235_GRCH38|11488176|9606
chr1|11654478|CHR1_11654419_11654478_GRCH38|11654419|9606
chr1|11654535|CHR1_11654476_11654535_GRCH38|11654476|9606
chr1|11654703|CHR1_11654644_11654703_GRCH38|11654644|9606
chr1|11654887|CHR1_11654828_11654887_GRCH38|11654828|9606
chr1|11654898|CHR1_11654839_11654898_GRCH38|11654839|9606
chr1|11654920|CHR1_11654861_11654920_GRCH38|11654861|9606
chr1|11664103|CHR1_11664044_11664103_GRCH38|11664044|9606
chr1|11664211|CHR1_11664152_11664211_GRCH38|11664152|9606
chr1|11681017|CHR1_11680958_11681017_GRCH38|11680958|9606
chr1|11681197|CHR1_11681138_11681197_GRCH38|11681138|9606
chr1|11691720|CHR1_11691661_11691720_GRCH38|11691661|9606
chr1|11691875|CHR1_11691816_11691875_GRCH38|11691816|9606
chr1|11736146|CHR1_11736087_11736146_GRCH38|11736087|9606
chr1|11787797|CHR1_11787738_11787797_GRCH38|11787738|9606
chr1|11803586|CHR1_11803527_11803586_GRCH38|11803527|9606
chr1|11805528|CHR1_11805469_11805528_GRCH38|11805469|9606
chr1|11806013|CHR1_11805954_11806013_GRCH38|11805954|9606
chr1|11806251|CHR1_11806192_11806251_GRCH38|11806192|9606
chr1|11847831|CHR1_11847772_11847831_GRCH38|11847772|9606
chr1|11848415|CHR1_11848356_11848415_GRCH38|11848356|9606
chr1|11858994|CHR1_11858935_11858994_GRCH38|11858935|9606
chr1|11926476|CHR1_11926417_11926476_GRCH38|11926417|9606
chr1|11934741|CHR1_11934682_11934741_GRCH38|11934682|9606
chr1|11980247|CHR1_11980188_11980247_GRCH38|11980188|9606
chr1|11980456|CHR1_11980397_11980456_GRCH38|11980397|9606
chr1|12019511|CHR1_12019452_12019511_GRCH38|12019452|9606
chr1|12063313|CHR1_12063254_12063313_GRCH38|12063254|9606
chr1|12063608|CHR1_12063549_12063608_GRCH38|12063549|9606
chr1|12125965|CHR1_12125906_12125965_GRCH38|12125906|9606
chr1|12167001|CHR1_12166942_12167001_GRCH38|12166942|9606
chr1|12230042|CHR1_12229983_12230042_GRCH38|12229983|9606
chr1|12617561|CHR1_12617502_12617561_GRCH38|12617502|9606
chr1|12617836|CHR1_12617777_12617836_GRCH38|12617777|9606
chr1|12618051|CHR1_12617992_12618051_GRCH38|12617992|9606
chr1|12618258|CHR1_12618199_12618258_GRCH38|12618199|9606
chr1|12618939|CHR1_12618880_12618939_GRCH38|12618880|9606
chr1|12619157|CHR1_12619098_12619157_GRCH38|12619098|9606
chr1|12620025|CHR1_12619966_12620025_GRCH38|12619966|9606
chr1|12746210|CHR1_12746151_12746210_GRCH38|12746151|9606
chr1|12791407|CHR1_12791348_12791407_GRCH38|12791348|9606
chr1|12848505|CHR1_12848446_12848505_GRCH38|12848446|9606
chr1|13116614|CHR1_13116555_13116614_GRCH38|13116555|9606
chr1|13513725|CHR1_13513666_13513725_GRCH38|13513666|9606
chr1|13514052|CHR1_13513993_13514052_GRCH38|13513993|9606
chr1|13583842|CHR1_13583783_13583842_GRCH38|13583783|9606
chr1|13584279|CHR1_13584220_13584279_GRCH38|13584220|9606
chr1|13749447|CHR1_13749388_13749447_GRCH38|13749388|9606
chr1|13829108|CHR1_13829049_13829108_GRCH38|13829049|9606
chr1|14598701|CHR1_14598642_14598701_GRCH38|14598642|9606
chr1|14598840|CHR1_14598781_14598840_GRCH38|14598781|9606
chr1|14924172|CHR1_14924113_14924172_GRCH38|14924113|9606
chr1|14929750|CHR1_14929691_14929750_GRCH38|14929691|9606
chr1|15152576|CHR1_15152517_15152576_GRCH38|15152517|9606
chr1|15153773|CHR1_15153714_15153773_GRCH38|15153714|9606
chr1|15409935|CHR1_15409876_15409935_GRCH38|15409876|9606
chr1|15438453|CHR1_15438394_15438453_GRCH38|15438394|9606
chr1|15456742|CHR1_15456683_15456742_GRCH38|15456683|9606
chr1|15476114|CHR1_15476055_15476114_GRCH38|15476055|9606
chr1|15524264|CHR1_15524205_15524264_GRCH38|15524205|9606
chr1|15524430|CHR1_15524371_15524430_GRCH38|15524371|9606
chr1|15526557|CHR1_15526498_15526557_GRCH38|15526498|9606
chr1|15526858|CHR1_15526799_15526858_GRCH38|15526799|9606
chr1|15585072|CHR1_15585013_15585072_GRCH38|15585013|9606
chr1|15588566|CHR1_15588507_15588566_GRCH38|15588507|9606
chr1|15617468|CHR1_15617409_15617468_GRCH38|15617409|9606
chr1|15617572|CHR1_15617513_15617572_GRCH38|15617513|9606
chr1|15681516|CHR1_15681457_15681516_GRCH38|15681457|9606
chr1|15684330|CHR1_15684271_15684330_GRCH38|15684271|9606
chr1|15736268|CHR1_15736209_15736268_GRCH38|15736209|9606
chr1|15742511|CHR1_15742452_15742511_GRCH38|15742452|9606
chr1|15756648|CHR1_15756589_15756648_GRCH38|15756589|9606
chr1|15758805|CHR1_15758746_15758805_GRCH38|15758746|9606
chr1|15837441|CHR1_15837382_15837441_GRCH38|15837382|9606
chr1|15847869|CHR1_15847810_15847869_GRCH38|15847810|9606
chr1|15976128|CHR1_15976069_15976128_GRCH38|15976069|9606
chr1|16004247|CHR1_16004188_16004247_GRCH38|16004188|9606
chr1|16018092|CHR1_16018033_16018092_GRCH38|16018033|9606
chr1|16020586|CHR1_16020527_16020586_GRCH38|16020527|9606
chr1|16022046|CHR1_16021987_16022046_GRCH38|16021987|9606
chr1|16043813|CHR1_16043754_16043813_GRCH38|16043754|9606
chr1|16044136|CHR1_16044077_16044136_GRCH38|16044077|9606
chr1|16073700|CHR1_16073641_16073700_GRCH38|16073641|9606
chr1|16156118|CHR1_16156059_16156118_GRCH38|16156059|9606
chr1|16207035|CHR1_16206976_16207035_GRCH38|16206976|9606
chr1|16212701|CHR1_16212642_16212701_GRCH38|16212642|9606
chr1|16237203|CHR1_16237144_16237203_GRCH38|16237144|9606
chr1|16352503|CHR1_16352444_16352503_GRCH38|16352444|9606
chr1|16367254|CHR1_16367195_16367254_GRCH38|16367195|9606
chr1|16440752|CHR1_16440693_16440752_GRCH38|16440693|9606
chr1|16613599|CHR1_16613540_16613599_GRCH38|16613540|9606
chr1|16980669|CHR1_16980610_16980669_GRCH38|16980610|9606
chr1|16981164|CHR1_16981105_16981164_GRCH38|16981105|9606
chr1|16981632|CHR1_16981573_16981632_GRCH38|16981573|9606
chr1|17011977|CHR1_17011918_17011977_GRCH38|17011918|9606
chr1|17054081|CHR1_17054022_17054081_GRCH38|17054022|9606
chr1|17054189|CHR1_17054130_17054189_GRCH38|17054130|9606
chr1|17119500|CHR1_17119441_17119500_GRCH38|17119441|9606
chr1|17205138|CHR1_17205079_17205138_GRCH38|17205079|9606
chr1|17249108|CHR1_17249049_17249108_GRCH38|17249049|9606
chr1|17308207|CHR1_17308148_17308207_GRCH38|17308148|9606
chr1|17438585|CHR1_17438526_17438585_GRCH38|17438526|9606
chr1|17439720|CHR1_17439661_17439720_GRCH38|17439661|9606
chr1|17441524|CHR1_17441465_17441524_GRCH38|17441465|9606
chr1|17513353|CHR1_17513294_17513353_GRCH38|17513294|9606
chr1|17520341|CHR1_17520282_17520341_GRCH38|17520282|9606
chr1|17539766|CHR1_17539707_17539766_GRCH38|17539707|9606
chr1|17542884|CHR1_17542825_17542884_GRCH38|17542825|9606
chr1|17580464|CHR1_17580405_17580464_GRCH38|17580405|9606
chr1|17755343|CHR1_17755284_17755343_GRCH38|17755284|9606
chr1|18107808|CHR1_18107749_18107808_GRCH38|18107749|9606
chr1|18630856|CHR1_18630797_18630856_GRCH38|18630797|9606
chr1|18631529|CHR1_18631470_18631529_GRCH38|18631470|9606
chr1|18902604|CHR1_18902545_18902604_GRCH38|18902545|9606
chr1|18902811|CHR1_18902752_18902811_GRCH38|18902752|9606
chr1|19210309|CHR1_19210250_19210309_GRCH38|19210250|9606
chr1|19210405|CHR1_19210346_19210405_GRCH38|19210346|9606
chr1|19251560|CHR1_19251501_19251560_GRCH38|19251501|9606
chr1|19251573|CHR1_19251514_19251573_GRCH38|19251514|9606
chr1|19251815|CHR1_19251756_19251815_GRCH38|19251756|9606
chr1|19288817|CHR1_19288758_19288817_GRCH38|19288758|9606
chr1|19312152|CHR1_19312093_19312152_GRCH38|19312093|9606
chr1|19312336|CHR1_19312277_19312336_GRCH38|19312277|9606
chr1|19419811|CHR1_19419752_19419811_GRCH38|19419752|9606
chr1|19484413|CHR1_19484354_19484413_GRCH38|19484354|9606
chr1|19485582|CHR1_19485523_19485582_GRCH38|19485523|9606
chr1|19597025|CHR1_19596966_19597025_GRCH38|19596966|9606
chr1|19643724|CHR1_19643665_19643724_GRCH38|19643665|9606
chr1|19644215|CHR1_19644156_19644215_GRCH38|19644156|9606
chr1|19644323|CHR1_19644264_19644323_GRCH38|19644264|9606
chr1|19799929|CHR1_19799870_19799929_GRCH38|19799870|9606
chr1|19800314|CHR1_19800255_19800314_GRCH38|19800255|9606
chr1|19814569|CHR1_19814510_19814569_GRCH38|19814510|9606
chr1|19882410|CHR1_19882351_19882410_GRCH38|19882351|9606
chr1|19882616|CHR1_19882557_19882616_GRCH38|19882557|9606
chr1|19979667|CHR1_19979608_19979667_GRCH38|19979608|9606
chr1|19980483|CHR1_19980424_19980483_GRCH38|19980424|9606
chr1|20070204|CHR1_20070145_20070204_GRCH38|20070145|9606
chr1|20119585|CHR1_20119526_20119585_GRCH38|20119526|9606
chr1|20139336|CHR1_20139277_20139336_GRCH38|20139277|9606
chr1|20183341|CHR1_20183282_20183341_GRCH38|20183282|9606
chr1|20186122|CHR1_20186063_20186122_GRCH38|20186063|9606
chr1|20186567|CHR1_20186508_20186567_GRCH38|20186508|9606
chr1|20485666|CHR1_20485607_20485666_GRCH38|20485607|9606
chr1|20486253|CHR1_20486194_20486253_GRCH38|20486194|9606
chr1|20508184|CHR1_20508125_20508184_GRCH38|20508125|9606
chr1|20588956|CHR1_20588897_20588956_GRCH38|20588897|9606
chr1|20589108|CHR1_20589049_20589108_GRCH38|20589049|9606
chr1|20633488|CHR1_20633429_20633488_GRCH38|20633429|9606
chr1|20661418|CHR1_20661359_20661418_GRCH38|20661359|9606
chr1|20685212|CHR1_20685153_20685212_GRCH38|20685153|9606
chr1|20698585|CHR1_20698526_20698585_GRCH38|20698526|9606
chr1|20717842|CHR1_20717783_20717842_GRCH38|20717783|9606
chr1|20718056|CHR1_20717997_20718056_GRCH38|20717997|9606
chr1|20780601|CHR1_20780542_20780601_GRCH38|20780542|9606
chr1|20786701|CHR1_20786642_20786701_GRCH38|20786642|9606
chr1|21073854|CHR1_21073795_21073854_GRCH38|21073795|9606
chr1|21176946|CHR1_21176887_21176946_GRCH38|21176887|9606
chr1|21279580|CHR1_21279521_21279580_GRCH38|21279521|9606
chr1|21290264|CHR1_21290205_21290264_GRCH38|21290205|9606
chr1|21290507|CHR1_21290448_21290507_GRCH38|21290448|9606
chr1|21345553|CHR1_21345494_21345553_GRCH38|21345494|9606
chr1|21436439|CHR1_21436380_21436439_GRCH38|21436380|9606
chr1|21440147|CHR1_21440088_21440147_GRCH38|21440088|9606
chr1|21508994|CHR1_21508935_21508994_GRCH38|21508935|9606
chr1|21509436|CHR1_21509377_21509436_GRCH38|21509377|9606
chr1|21551280|CHR1_21551221_21551280_GRCH38|21551221|9606
chr1|21622619|CHR1_21622560_21622619_GRCH38|21622560|9606
chr1|21651911|CHR1_21651852_21651911_GRCH38|21651852|9606
chr1|21669369|CHR1_21669310_21669369_GRCH38|21669310|9606
chr1|21783198|CHR1_21783139_21783198_GRCH38|21783139|9606
chr1|21783661|CHR1_21783602_21783661_GRCH38|21783602|9606
chr1|21821432|CHR1_21821373_21821432_GRCH38|21821373|9606
chr1|21937356|CHR1_21937297_21937356_GRCH38|21937297|9606
chr1|21977035|CHR1_21976976_21977035_GRCH38|21976976|9606
chr1|22001670|CHR1_22001611_22001670_GRCH38|22001611|9606
chr1|22052719|CHR1_22052660_22052719_GRCH38|22052660|9606
chr1|22428884|CHR1_22428825_22428884_GRCH38|22428825|9606
chr1|22451861|CHR1_22451802_22451861_GRCH38|22451802|9606
chr1|22563499|CHR1_22563440_22563499_GRCH38|22563440|9606
chr1|22636638|CHR1_22636579_22636638_GRCH38|22636579|9606
chr1|22643643|CHR1_22643584_22643643_GRCH38|22643584|9606
chr1|22653246|CHR1_22653187_22653246_GRCH38|22653187|9606
chr1|22710849|CHR1_22710790_22710849_GRCH38|22710790|9606
chr1|22711016|CHR1_22710957_22711016_GRCH38|22710957|9606
chr1|23019478|CHR1_23019419_23019478_GRCH38|23019419|9606
chr1|23019580|CHR1_23019521_23019580_GRCH38|23019521|9606
chr1|23168905|CHR1_23168846_23168905_GRCH38|23168846|9606
chr1|23178171|CHR1_23178112_23178171_GRCH38|23178112|9606
chr1|23344330|CHR1_23344271_23344330_GRCH38|23344271|9606
chr1|23368384|CHR1_23368325_23368384_GRCH38|23368325|9606
chr1|23369673|CHR1_23369614_23369673_GRCH38|23369614|9606
chr1|23370007|CHR1_23369948_23370007_GRCH38|23369948|9606
chr1|23424797|CHR1_23424738_23424797_GRCH38|23424738|9606
chr1|23484228|CHR1_23484169_23484228_GRCH38|23484169|9606
chr1|23531263|CHR1_23531204_23531263_GRCH38|23531204|9606
chr1|23559548|CHR1_23559489_23559548_GRCH38|23559489|9606
chr1|23691816|CHR1_23691757_23691816_GRCH38|23691757|9606
chr1|23692694|CHR1_23692635_23692694_GRCH38|23692635|9606
chr1|23743165|CHR1_23743106_23743165_GRCH38|23743106|9606
chr1|23743481|CHR1_23743422_23743481_GRCH38|23743422|9606
chr1|23778428|CHR1_23778369_23778428_GRCH38|23778369|9606
chr1|23791195|CHR1_23791136_23791195_GRCH38|23791136|9606
chr1|23799591|CHR1_23799532_23799591_GRCH38|23799532|9606
chr1|23800803|CHR1_23800744_23800803_GRCH38|23800744|9606
chr1|23825477|CHR1_23825418_23825477_GRCH38|23825418|9606
