label|source|source_id|source_type|source_url|target_id|target_type|taxon_id
parent_pathway_of|REACTOME|R-DME-1234174|pathway|https://reactome.org|R-DME-1234158|pathway|7227
parent_pathway_of|REACTOME|R-DME-1234174|pathway|https://reactome.org|R-DME-1234176|pathway|7227
parent_pathway_of|REACTOME|R-DME-1236394|pathway|https://reactome.org|R-DME-1250342|pathway|7227
parent_pathway_of|REACTOME|R-DME-1236394|pathway|https://reactome.org|R-DME-1250347|pathway|7227
parent_pathway_of|REACTOME|R-DME-1236394|pathway|https://reactome.org|R-DME-1251985|pathway|7227
parent_pathway_of|REACTOME|R-DME-1236394|pathway|https://reactome.org|R-DME-1253288|pathway|7227
parent_pathway_of|REACTOME|R-DME-1236975|pathway|https://reactome.org|R-DME-1236973|pathway|7227
parent_pathway_of|REACTOME|R-DME-1236975|pathway|https://reactome.org|R-DME-1236974|pathway|7227
parent_pathway_of|REACTOME|R-DME-1236975|pathway|https://reactome.org|R-DME-1236978|pathway|7227
parent_pathway_of|REACTOME|R-DME-1257604|pathway|https://reactome.org|R-DME-198323|pathway|7227
parent_pathway_of|REACTOME|R-DME-1257604|pathway|https://reactome.org|R-DME-198693|pathway|7227
parent_pathway_of|REACTOME|R-DME-1257604|pathway|https://reactome.org|R-DME-199418|pathway|7227
parent_pathway_of|REACTOME|R-DME-1257604|pathway|https://reactome.org|R-DME-6807070|pathway|7227
parent_pathway_of|REACTOME|R-DME-1266738|pathway|https://reactome.org|R-DME-1181150|pathway|7227
parent_pathway_of|REACTOME|R-DME-1266738|pathway|https://reactome.org|R-DME-186712|pathway|7227
parent_pathway_of|REACTOME|R-DME-1266738|pathway|https://reactome.org|R-DME-525793|pathway|7227
parent_pathway_of|REACTOME|R-DME-1266738|pathway|https://reactome.org|R-DME-6805567|pathway|7227
parent_pathway_of|REACTOME|R-DME-1266738|pathway|https://reactome.org|R-DME-9616222|pathway|7227
parent_pathway_of|REACTOME|R-DME-1266738|pathway|https://reactome.org|R-DME-9675108|pathway|7227
parent_pathway_of|REACTOME|R-DME-1266738|pathway|https://reactome.org|R-DME-9730414|pathway|7227
parent_pathway_of|REACTOME|R-DME-1266738|pathway|https://reactome.org|R-DME-9758941|pathway|7227
parent_pathway_of|REACTOME|R-DME-1266738|pathway|https://reactome.org|R-DME-9843745|pathway|7227
parent_pathway_of|REACTOME|R-DME-1280215|pathway|https://reactome.org|R-DME-449147|pathway|7227
parent_pathway_of|REACTOME|R-DME-1280215|pathway|https://reactome.org|R-DME-5668541|pathway|7227
parent_pathway_of|REACTOME|R-DME-1280215|pathway|https://reactome.org|R-DME-913531|pathway|7227
parent_pathway_of|REACTOME|R-DME-1280215|pathway|https://reactome.org|R-DME-9607240|pathway|7227
parent_pathway_of|REACTOME|R-DME-1280218|pathway|https://reactome.org|R-DME-198933|pathway|7227
parent_pathway_of|REACTOME|R-DME-1280218|pathway|https://reactome.org|R-DME-202403|pathway|7227
parent_pathway_of|REACTOME|R-DME-1280218|pathway|https://reactome.org|R-DME-2132295|pathway|7227
parent_pathway_of|REACTOME|R-DME-1280218|pathway|https://reactome.org|R-DME-388841|pathway|7227
parent_pathway_of|REACTOME|R-DME-1280218|pathway|https://reactome.org|R-DME-392517|pathway|7227
parent_pathway_of|REACTOME|R-DME-1280218|pathway|https://reactome.org|R-DME-983169|pathway|7227
parent_pathway_of|REACTOME|R-DME-1280218|pathway|https://reactome.org|R-DME-983705|pathway|7227
parent_pathway_of|REACTOME|R-DME-1296059|pathway|https://reactome.org|R-DME-1296041|pathway|7227
parent_pathway_of|REACTOME|R-DME-1296065|pathway|https://reactome.org|R-DME-1296025|pathway|7227
parent_pathway_of|REACTOME|R-DME-1296065|pathway|https://reactome.org|R-DME-1296053|pathway|7227
parent_pathway_of|REACTOME|R-DME-1296065|pathway|https://reactome.org|R-DME-1296059|pathway|7227
parent_pathway_of|REACTOME|R-DME-1296065|pathway|https://reactome.org|R-DME-1296067|pathway|7227
parent_pathway_of|REACTOME|R-DME-1296071|pathway|https://reactome.org|R-DME-1296052|pathway|7227
parent_pathway_of|REACTOME|R-DME-1296071|pathway|https://reactome.org|R-DME-1296061|pathway|7227
parent_pathway_of|REACTOME|R-DME-1296071|pathway|https://reactome.org|R-DME-1296065|pathway|7227
parent_pathway_of|REACTOME|R-DME-1296071|pathway|https://reactome.org|R-DME-1296072|pathway|7227
parent_pathway_of|REACTOME|R-DME-1296071|pathway|https://reactome.org|R-DME-1296346|pathway|7227
parent_pathway_of|REACTOME|R-DME-1296346|pathway|https://reactome.org|R-DME-1299316|pathway|7227
parent_pathway_of|REACTOME|R-DME-1296346|pathway|https://reactome.org|R-DME-1299344|pathway|7227
parent_pathway_of|REACTOME|R-DME-1296346|pathway|https://reactome.org|R-DME-1299503|pathway|7227
parent_pathway_of|REACTOME|R-DME-1362409|pathway|https://reactome.org|R-DME-2395516|pathway|7227
parent_pathway_of|REACTOME|R-DME-140179|pathway|https://reactome.org|R-DME-141334|pathway|7227
parent_pathway_of|REACTOME|R-DME-140534|pathway|https://reactome.org|R-DME-3371378|pathway|7227
parent_pathway_of|REACTOME|R-DME-140534|pathway|https://reactome.org|R-DME-69416|pathway|7227
parent_pathway_of|REACTOME|R-DME-140877|pathway|https://reactome.org|R-DME-140837|pathway|7227
parent_pathway_of|REACTOME|R-DME-140877|pathway|https://reactome.org|R-DME-140875|pathway|7227
parent_pathway_of|REACTOME|R-DME-141405|pathway|https://reactome.org|R-DME-141430|pathway|7227
parent_pathway_of|REACTOME|R-DME-1428517|pathway|https://reactome.org|R-DME-163210|pathway|7227
parent_pathway_of|REACTOME|R-DME-1428517|pathway|https://reactome.org|R-DME-166187|pathway|7227
parent_pathway_of|REACTOME|R-DME-1428517|pathway|https://reactome.org|R-DME-611105|pathway|7227
parent_pathway_of|REACTOME|R-DME-1428517|pathway|https://reactome.org|R-DME-70268|pathway|7227
parent_pathway_of|REACTOME|R-DME-1428517|pathway|https://reactome.org|R-DME-71403|pathway|7227
parent_pathway_of|REACTOME|R-DME-1428517|pathway|https://reactome.org|R-DME-880009|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-1362409|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-1428517|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-1475029|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-1483249|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-15869|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-163685|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-189445|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-196854|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-202131|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-211859|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-556833|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-71291|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-71387|pathway|7227
parent_pathway_of|REACTOME|R-DME-1430728|pathway|https://reactome.org|R-DME-71737|pathway|7227
parent_pathway_of|REACTOME|R-DME-1433557|pathway|https://reactome.org|R-DME-1433559|pathway|7227
parent_pathway_of|REACTOME|R-DME-1474165|pathway|https://reactome.org|R-DME-1187000|pathway|7227
parent_pathway_of|REACTOME|R-DME-1474228|pathway|https://reactome.org|R-DME-1442490|pathway|7227
parent_pathway_of|REACTOME|R-DME-1474228|pathway|https://reactome.org|R-DME-1592389|pathway|7227
parent_pathway_of|REACTOME|R-DME-1474244|pathway|https://reactome.org|R-DME-1474228|pathway|7227
parent_pathway_of|REACTOME|R-DME-1474244|pathway|https://reactome.org|R-DME-1474290|pathway|7227
parent_pathway_of|REACTOME|R-DME-1474244|pathway|https://reactome.org|R-DME-1566948|pathway|7227
parent_pathway_of|REACTOME|R-DME-1474244|pathway|https://reactome.org|R-DME-216083|pathway|7227
parent_pathway_of|REACTOME|R-DME-1474244|pathway|https://reactome.org|R-DME-3000171|pathway|7227
parent_pathway_of|REACTOME|R-DME-1474244|pathway|https://reactome.org|R-DME-3000178|pathway|7227
parent_pathway_of|REACTOME|R-DME-1474290|pathway|https://reactome.org|R-DME-1650814|pathway|7227
parent_pathway_of|REACTOME|R-DME-1474290|pathway|https://reactome.org|R-DME-2022090|pathway|7227
parent_pathway_of|REACTOME|R-DME-1480926|pathway|https://reactome.org|R-DME-1237044|pathway|7227
parent_pathway_of|REACTOME|R-DME-1480926|pathway|https://reactome.org|R-DME-1247673|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1482788|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1482798|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1482801|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1482839|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1482883|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1482922|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1482925|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1483076|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1483101|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1483115|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1483148|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1483166|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1483191|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1483196|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1483213|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483206|pathway|https://reactome.org|R-DME-1483226|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483249|pathway|https://reactome.org|R-DME-1855167|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483249|pathway|https://reactome.org|R-DME-1855183|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483249|pathway|https://reactome.org|R-DME-1855191|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483249|pathway|https://reactome.org|R-DME-1855204|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483249|pathway|https://reactome.org|R-DME-1855231|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483255|pathway|https://reactome.org|R-DME-1483196|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483255|pathway|https://reactome.org|R-DME-1483248|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483255|pathway|https://reactome.org|R-DME-1660499|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483255|pathway|https://reactome.org|R-DME-1660514|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483255|pathway|https://reactome.org|R-DME-1660516|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483255|pathway|https://reactome.org|R-DME-1660517|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483255|pathway|https://reactome.org|R-DME-6814848|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483255|pathway|https://reactome.org|R-DME-8847453|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483257|pathway|https://reactome.org|R-DME-1483206|pathway|7227
parent_pathway_of|REACTOME|R-DME-1483257|pathway|https://reactome.org|R-DME-1483255|pathway|7227
parent_pathway_of|REACTOME|R-DME-1489509|pathway|https://reactome.org|R-DME-111997|pathway|7227
parent_pathway_of|REACTOME|R-DME-1500931|pathway|https://reactome.org|R-DME-373753|pathway|7227
parent_pathway_of|REACTOME|R-DME-1500931|pathway|https://reactome.org|R-DME-446728|pathway|7227
parent_pathway_of|REACTOME|R-DME-156580|pathway|https://reactome.org|R-DME-156581|pathway|7227
parent_pathway_of|REACTOME|R-DME-156580|pathway|https://reactome.org|R-DME-156584|pathway|7227
parent_pathway_of|REACTOME|R-DME-156580|pathway|https://reactome.org|R-DME-156588|pathway|7227
parent_pathway_of|REACTOME|R-DME-156580|pathway|https://reactome.org|R-DME-156590|pathway|7227
parent_pathway_of|REACTOME|R-DME-156588|pathway|https://reactome.org|R-DME-173599|pathway|7227
parent_pathway_of|REACTOME|R-DME-156590|pathway|https://reactome.org|R-DME-174403|pathway|7227
parent_pathway_of|REACTOME|R-DME-1566948|pathway|https://reactome.org|R-DME-2129379|pathway|7227
parent_pathway_of|REACTOME|R-DME-156842|pathway|https://reactome.org|R-DME-156902|pathway|7227
parent_pathway_of|REACTOME|R-DME-157118|pathway|https://reactome.org|R-DME-1912422|pathway|7227
parent_pathway_of|REACTOME|R-DME-157118|pathway|https://reactome.org|R-DME-1980143|pathway|7227
parent_pathway_of|REACTOME|R-DME-157118|pathway|https://reactome.org|R-DME-1980145|pathway|7227
parent_pathway_of|REACTOME|R-DME-157118|pathway|https://reactome.org|R-DME-9013694|pathway|7227
parent_pathway_of|REACTOME|R-DME-157579|pathway|https://reactome.org|R-DME-180786|pathway|7227
parent_pathway_of|REACTOME|R-DME-157858|pathway|https://reactome.org|R-DME-190828|pathway|7227
parent_pathway_of|REACTOME|R-DME-15869|pathway|https://reactome.org|R-DME-499943|pathway|7227
parent_pathway_of|REACTOME|R-DME-15869|pathway|https://reactome.org|R-DME-8956319|pathway|7227
parent_pathway_of|REACTOME|R-DME-15869|pathway|https://reactome.org|R-DME-8956320|pathway|7227
parent_pathway_of|REACTOME|R-DME-15869|pathway|https://reactome.org|R-DME-8956321|pathway|7227
parent_pathway_of|REACTOME|R-DME-1592230|pathway|https://reactome.org|R-DME-2151201|pathway|7227
parent_pathway_of|REACTOME|R-DME-1592230|pathway|https://reactome.org|R-DME-8949613|pathway|7227
parent_pathway_of|REACTOME|R-DME-159234|pathway|https://reactome.org|R-DME-159227|pathway|7227
parent_pathway_of|REACTOME|R-DME-159234|pathway|https://reactome.org|R-DME-159230|pathway|7227
parent_pathway_of|REACTOME|R-DME-159234|pathway|https://reactome.org|R-DME-159231|pathway|7227
parent_pathway_of|REACTOME|R-DME-1606322|pathway|https://reactome.org|R-DME-1810476|pathway|7227
parent_pathway_of|REACTOME|R-DME-1614558|pathway|https://reactome.org|R-DME-1614517|pathway|7227
parent_pathway_of|REACTOME|R-DME-1614635|pathway|https://reactome.org|R-DME-1237112|pathway|7227
parent_pathway_of|REACTOME|R-DME-1614635|pathway|https://reactome.org|R-DME-1614558|pathway|7227
parent_pathway_of|REACTOME|R-DME-1614635|pathway|https://reactome.org|R-DME-1614603|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-157118|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-165159|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-195721|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-2028269|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-354192|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-372790|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-5358351|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-5683057|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-73887|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-9006925|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-9006927|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-9006931|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-9006934|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-9006936|pathway|7227
parent_pathway_of|REACTOME|R-DME-162582|pathway|https://reactome.org|R-DME-9716542|pathway|7227
parent_pathway_of|REACTOME|R-DME-1630316|pathway|https://reactome.org|R-DME-1638074|pathway|7227
parent_pathway_of|REACTOME|R-DME-1630316|pathway|https://reactome.org|R-DME-1638091|pathway|7227
parent_pathway_of|REACTOME|R-DME-1630316|pathway|https://reactome.org|R-DME-174362|pathway|7227
parent_pathway_of|REACTOME|R-DME-1630316|pathway|https://reactome.org|R-DME-1793185|pathway|7227
parent_pathway_of|REACTOME|R-DME-1630316|pathway|https://reactome.org|R-DME-1971475|pathway|7227
parent_pathway_of|REACTOME|R-DME-1630316|pathway|https://reactome.org|R-DME-2142845|pathway|7227
parent_pathway_of|REACTOME|R-DME-163125|pathway|https://reactome.org|R-DME-162699|pathway|7227
parent_pathway_of|REACTOME|R-DME-163125|pathway|https://reactome.org|R-DME-162710|pathway|7227
parent_pathway_of|REACTOME|R-DME-1632852|pathway|https://reactome.org|R-DME-9663891|pathway|7227
parent_pathway_of|REACTOME|R-DME-163359|pathway|https://reactome.org|R-DME-164378|pathway|7227
parent_pathway_of|REACTOME|R-DME-163685|pathway|https://reactome.org|R-DME-163358|pathway|7227
parent_pathway_of|REACTOME|R-DME-163685|pathway|https://reactome.org|R-DME-163359|pathway|7227
parent_pathway_of|REACTOME|R-DME-163685|pathway|https://reactome.org|R-DME-163754|pathway|7227
parent_pathway_of|REACTOME|R-DME-163685|pathway|https://reactome.org|R-DME-422356|pathway|7227
parent_pathway_of|REACTOME|R-DME-1638074|pathway|https://reactome.org|R-DME-2022854|pathway|7227
parent_pathway_of|REACTOME|R-DME-1638074|pathway|https://reactome.org|R-DME-2022857|pathway|7227
parent_pathway_of|REACTOME|R-DME-1638091|pathway|https://reactome.org|R-DME-2022928|pathway|7227
parent_pathway_of|REACTOME|R-DME-1638091|pathway|https://reactome.org|R-DME-2024096|pathway|7227
parent_pathway_of|REACTOME|R-DME-163841|pathway|https://reactome.org|R-DME-1663150|pathway|7227
parent_pathway_of|REACTOME|R-DME-163841|pathway|https://reactome.org|R-DME-204626|pathway|7227
parent_pathway_of|REACTOME|R-DME-163841|pathway|https://reactome.org|R-DME-5358493|pathway|7227
parent_pathway_of|REACTOME|R-DME-163841|pathway|https://reactome.org|R-DME-9629569|pathway|7227
parent_pathway_of|REACTOME|R-DME-1640170|pathway|https://reactome.org|R-DME-69278|pathway|7227
parent_pathway_of|REACTOME|R-DME-1640170|pathway|https://reactome.org|R-DME-69620|pathway|7227
parent_pathway_of|REACTOME|R-DME-1640170|pathway|https://reactome.org|R-DME-73886|pathway|7227
parent_pathway_of|REACTOME|R-DME-1650814|pathway|https://reactome.org|R-DME-8948216|pathway|7227
parent_pathway_of|REACTOME|R-DME-165159|pathway|https://reactome.org|R-DME-165181|pathway|7227
parent_pathway_of|REACTOME|R-DME-165159|pathway|https://reactome.org|R-DME-166208|pathway|7227
parent_pathway_of|REACTOME|R-DME-165159|pathway|https://reactome.org|R-DME-380972|pathway|7227
parent_pathway_of|REACTOME|R-DME-166016|pathway|https://reactome.org|R-DME-166058|pathway|7227
