db_reference|evidence|label|qualifier|source|source_id|source_type|source_url|target_id|target_type|taxon_id
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A0G2JMH3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046872|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A0G2JNH3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004930|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A0G2JNH3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004984|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A0J9YWL9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008270|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A0J9YWL9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046872|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A0J9YY54|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008270|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A0J9YY54|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046872|molecular_function|9606
"[""PMID:26221034""]"|IPI|enables|"[""enables""]"|GOA|A0A0K2S4Q6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005515|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A0U1RQE8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016740|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A0U1RQE8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016746|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GOA|A0A0U1RQE8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0047946|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A0U1RQE8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0047961|molecular_function|9606
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|GOA|A0A0U1RQF7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005515|molecular_function|9606
"[""GO_REF:0000117""]"|IEA|enables|"[""enables""]"|GOA|A0A0U1RQI7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0000978|molecular_function|9606
"[""GO_REF:0000117""]"|IEA|enables|"[""enables""]"|GOA|A0A0U1RQI7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0001228|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A0U1RQI7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008270|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A0U1RQI7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046872|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A0U1RR11|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016846|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A0U1RR11|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046872|molecular_function|9606
"[""PMID:27918561""]"|IPI|enables|"[""enables""]"|GOA|A0A0U1RRE5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005515|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A0U1RRI6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016846|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A0U1RRI6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046872|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A0X1KG70|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004930|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A0X1KG70|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004984|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A140TA62|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005198|molecular_function|9606
"[""GO_REF:0000024""]"|ISS|enables|"[""enables""]"|GOA|A0A1B0GTB2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0051117|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GTH9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008270|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GTH9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046872|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GTS1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0003677|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GTS1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0003700|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GTS1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0043565|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GTU1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008270|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GTU1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046872|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GTW7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004222|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GTW7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008233|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GTW7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008237|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GTW7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016787|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GTW7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046872|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GUS4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0000166|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GUS4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005524|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GUS4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016740|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GUS4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016874|molecular_function|9606
"[""GO_REF:0000117""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GUS4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0019787|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GUS4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0061631|molecular_function|9606
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|GOA|A0A1B0GUV7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005515|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GUV8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0036094|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GVH4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004252|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GVX0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046872|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GW55|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0003677|molecular_function|9606
"[""GO_REF:0000117""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GW55|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_1990837|molecular_function|9606
"[""GO_REF:0000113""]"|ISA|enables|"[""enables""]"|GOA|A0A1B0GWH4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0000981|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GWH4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0003677|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GWH4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0003700|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GWH4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0043565|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GWK0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0005509|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1B0GWK0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046872|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PP81|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046982|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PPD8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016491|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PPD8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046872|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PPD8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0140684|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PPE2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046982|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PPF3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0000981|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PPF3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0003677|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PPG7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0031681|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PPH5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046982|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PPK0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0003677|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PPL8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046982|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PPM1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0003677|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PPW3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046982|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQ09|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046982|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQ27|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004721|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQ27|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004722|molecular_function|9606
"[""GO_REF:0000117""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQ27|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008420|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQ27|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016787|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQ64|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004721|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQ64|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004722|molecular_function|9606
"[""GO_REF:0000117""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQ64|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008420|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQ64|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016787|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQ73|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0003677|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQ73|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0003700|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQ73|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0043565|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQC6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004721|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQC6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004722|molecular_function|9606
"[""GO_REF:0000117""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQC6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008420|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQC6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016787|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQD8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004721|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQD8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004722|molecular_function|9606
"[""GO_REF:0000117""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQD8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008420|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQD8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016787|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQJ5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004721|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQJ5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004722|molecular_function|9606
"[""GO_REF:0000117""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQJ5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008420|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQJ5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016787|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQL4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0003677|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQL4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008270|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PQL4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046872|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PR19|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004364|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PR19|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0016740|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PR64|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0046982|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PR75|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004721|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PR75|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0004722|molecular_function|9606
"[""GO_REF:0000117""]"|IEA|enables|"[""enables""]"|GOA|A0A1W2PR75|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|GO_0008420|molecular_function|9606
