label|source_id|source_type|target_id|target_type
in_tad_region|ENSG00000189409|gene|CHR1_1350000_1950000_GRCH38|tad
in_tad_region|ENSG00000248333|gene|CHR1_1350000_1950000_GRCH38|tad
in_tad_region|ENSG00000189339|gene|CHR1_1350000_1950000_GRCH38|tad
in_tad_region|ENSG00000008128|gene|CHR1_1350000_1950000_GRCH38|tad
in_tad_region|ENSG00000008130|gene|CHR1_1350000_1950000_GRCH38|tad
in_tad_region|ENSG00000078369|gene|CHR1_1350000_1950000_GRCH38|tad
in_tad_region|ENSG00000169885|gene|CHR1_1350000_1950000_GRCH38|tad
in_tad_region|ENSG00000178821|gene|CHR1_1350000_1950000_GRCH38|tad
in_tad_region|ENSG00000142609|gene|CHR1_1350000_1950000_GRCH38|tad
in_tad_region|ENSG00000142609|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000187730|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000067606|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000162585|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000157933|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000116151|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000157916|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000157911|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000149527|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000157881|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000197921|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000157873|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000157870|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000142606|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000215912|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000169717|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000142611|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000130762|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000162591|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000158109|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000116213|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000078900|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000162592|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000235169|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000130764|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000116198|gene|CHR1_1950000_3850000_GRCH38|tad
in_tad_region|ENSG00000196581|gene|CHR1_3950000_6000000_GRCH38|tad
in_tad_region|ENSG00000131697|gene|CHR1_3950000_6000000_GRCH38|tad
in_tad_region|ENSG00000069424|gene|CHR1_3950000_6000000_GRCH38|tad
in_tad_region|ENSG00000069424|gene|CHR1_6000000_6450000_GRCH38|tad
in_tad_region|ENSG00000116254|gene|CHR1_6000000_6450000_GRCH38|tad
in_tad_region|ENSG00000116251|gene|CHR1_6000000_6450000_GRCH38|tad
in_tad_region|ENSG00000158286|gene|CHR1_6000000_6450000_GRCH38|tad
in_tad_region|ENSG00000116237|gene|CHR1_6000000_6450000_GRCH38|tad
in_tad_region|ENSG00000173673|gene|CHR1_6000000_6450000_GRCH38|tad
in_tad_region|ENSG00000158292|gene|CHR1_6000000_6450000_GRCH38|tad
in_tad_region|ENSG00000097021|gene|CHR1_6000000_6450000_GRCH38|tad
in_tad_region|ENSG00000069812|gene|CHR1_6000000_6450000_GRCH38|tad
in_tad_region|ENSG00000187017|gene|CHR1_6000000_6450000_GRCH38|tad
in_tad_region|ENSG00000187017|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000215788|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000171680|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000162408|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000173662|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000204859|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000162413|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000116273|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000041988|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000007923|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000171735|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000049245|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000049246|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000049247|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000049249|gene|CHR1_6450000_7950000_GRCH38|tad
in_tad_region|ENSG00000116288|gene|CHR1_7950000_8400000_GRCH38|tad
in_tad_region|ENSG00000116285|gene|CHR1_7950000_8400000_GRCH38|tad
in_tad_region|ENSG00000162426|gene|CHR1_7950000_8400000_GRCH38|tad
in_tad_region|ENSG00000142599|gene|CHR1_7950000_8400000_GRCH38|tad
in_tad_region|ENSG00000142599|gene|CHR1_8400000_8850000_GRCH38|tad
in_tad_region|ENSG00000131686|gene|CHR1_8900000_9550000_GRCH38|tad
in_tad_region|ENSG00000197241|gene|CHR1_8900000_9550000_GRCH38|tad
in_tad_region|ENSG00000142583|gene|CHR1_8900000_9550000_GRCH38|tad
in_tad_region|ENSG00000180758|gene|CHR1_8900000_9550000_GRCH38|tad
in_tad_region|ENSG00000049239|gene|CHR1_8900000_9550000_GRCH38|tad
in_tad_region|ENSG00000171621|gene|CHR1_8900000_9550000_GRCH38|tad
in_tad_region|ENSG00000171612|gene|CHR1_8900000_9550000_GRCH38|tad
in_tad_region|ENSG00000188807|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000171608|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000171603|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000178585|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000162441|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000173614|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000162444|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000130939|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000054523|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000142657|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000251503|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000175279|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000241563|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000160049|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000142655|gene|CHR1_9600000_10500000_GRCH38|tad
in_tad_region|ENSG00000142655|gene|CHR1_10500000_11000000_GRCH38|tad
in_tad_region|ENSG00000130940|gene|CHR1_10500000_11000000_GRCH38|tad
in_tad_region|ENSG00000175262|gene|CHR1_10500000_11000000_GRCH38|tad
in_tad_region|ENSG00000120948|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000009724|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000116649|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000171824|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000198793|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000171819|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000120942|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000204624|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000116661|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000132879|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000116663|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000116670|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000162490|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000177674|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000215910|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000177000|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000011021|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000175206|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000120937|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000116685|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000083444|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000116688|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000116691|gene|CHR1_11000000_12050000_GRCH38|tad
in_tad_region|ENSG00000048707|gene|CHR1_12250000_12700000_GRCH38|tad
in_tad_region|ENSG00000162496|gene|CHR1_12250000_12700000_GRCH38|tad
in_tad_region|ENSG00000204518|gene|CHR1_12250000_12700000_GRCH38|tad
in_tad_region|ENSG00000162494|gene|CHR1_13450000_15500000_GRCH38|tad
in_tad_region|ENSG00000162493|gene|CHR1_13450000_15500000_GRCH38|tad
in_tad_region|ENSG00000116731|gene|CHR1_13450000_15500000_GRCH38|tad
in_tad_region|ENSG00000189337|gene|CHR1_13450000_15500000_GRCH38|tad
in_tad_region|ENSG00000171729|gene|CHR1_13450000_15500000_GRCH38|tad
in_tad_region|ENSG00000142621|gene|CHR1_13450000_15500000_GRCH38|tad
in_tad_region|ENSG00000142634|gene|CHR1_13450000_15500000_GRCH38|tad
in_tad_region|ENSG00000162438|gene|CHR1_13450000_15500000_GRCH38|tad
in_tad_region|ENSG00000142615|gene|CHR1_13450000_15500000_GRCH38|tad
in_tad_region|ENSG00000215704|gene|CHR1_13450000_15500000_GRCH38|tad
in_tad_region|ENSG00000132906|gene|CHR1_13450000_15500000_GRCH38|tad
in_tad_region|ENSG00000116138|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000116771|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000197312|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000215695|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000116786|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000162461|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000162460|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000162458|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000233954|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000065526|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000116809|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000183888|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000173641|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000186510|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000184908|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000185519|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000142627|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000142632|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000132881|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000037637|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000055070|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000187144|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000157191|gene|CHR1_15550000_16500000_GRCH38|tad
in_tad_region|ENSG00000117118|gene|CHR1_17050000_17400000_GRCH38|tad
in_tad_region|ENSG00000117115|gene|CHR1_17050000_17400000_GRCH38|tad
in_tad_region|ENSG00000142623|gene|CHR1_17050000_17400000_GRCH38|tad
in_tad_region|ENSG00000142619|gene|CHR1_17050000_17400000_GRCH38|tad
in_tad_region|ENSG00000159339|gene|CHR1_17050000_17400000_GRCH38|tad
in_tad_region|ENSG00000276747|gene|CHR1_17050000_17400000_GRCH38|tad
in_tad_region|ENSG00000074964|gene|CHR1_17450000_18850000_GRCH38|tad
in_tad_region|ENSG00000117148|gene|CHR1_17450000_18850000_GRCH38|tad
in_tad_region|ENSG00000117154|gene|CHR1_17450000_18850000_GRCH38|tad
in_tad_region|ENSG00000179023|gene|CHR1_17450000_18850000_GRCH38|tad
in_tad_region|ENSG00000009709|gene|CHR1_17450000_18850000_GRCH38|tad
in_tad_region|ENSG00000179002|gene|CHR1_17450000_18850000_GRCH38|tad
in_tad_region|ENSG00000159423|gene|CHR1_18900000_19250000_GRCH38|tad
in_tad_region|ENSG00000169991|gene|CHR1_18900000_19250000_GRCH38|tad
in_tad_region|ENSG00000127481|gene|CHR1_18900000_19250000_GRCH38|tad
in_tad_region|ENSG00000127463|gene|CHR1_18900000_19250000_GRCH38|tad
in_tad_region|ENSG00000127463|gene|CHR1_19250000_19700000_GRCH38|tad
in_tad_region|ENSG00000053372|gene|CHR1_19250000_19700000_GRCH38|tad
in_tad_region|ENSG00000162482|gene|CHR1_19250000_19700000_GRCH38|tad
in_tad_region|ENSG00000053371|gene|CHR1_19250000_19700000_GRCH38|tad
in_tad_region|ENSG00000040487|gene|CHR1_19250000_19700000_GRCH38|tad
in_tad_region|ENSG00000077549|gene|CHR1_19250000_19700000_GRCH38|tad
in_tad_region|ENSG00000173436|gene|CHR1_19250000_19700000_GRCH38|tad
in_tad_region|ENSG00000158747|gene|CHR1_19250000_19700000_GRCH38|tad
in_tad_region|ENSG00000270136|gene|CHR1_19250000_19700000_GRCH38|tad
in_tad_region|ENSG00000158748|gene|CHR1_19250000_19700000_GRCH38|tad
in_tad_region|ENSG00000162542|gene|CHR1_19250000_19700000_GRCH38|tad
in_tad_region|ENSG00000162542|gene|CHR1_19700000_19900000_GRCH38|tad
in_tad_region|ENSG00000178828|gene|CHR1_19700000_19900000_GRCH38|tad
in_tad_region|ENSG00000169914|gene|CHR1_19700000_19900000_GRCH38|tad
in_tad_region|ENSG00000169914|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000188784|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000188257|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000127472|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000117215|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000158786|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000187980|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000162543|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000158816|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000162545|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000090432|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000183114|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000158825|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000158828|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000244038|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000117245|gene|CHR1_19900000_20700000_GRCH38|tad
in_tad_region|ENSG00000117245|gene|CHR1_20700000_21200000_GRCH38|tad
in_tad_region|ENSG00000189410|gene|CHR1_20700000_21200000_GRCH38|tad
in_tad_region|ENSG00000127483|gene|CHR1_20700000_21200000_GRCH38|tad
in_tad_region|ENSG00000075151|gene|CHR1_20700000_21200000_GRCH38|tad
in_tad_region|ENSG00000117298|gene|CHR1_21250000_21700000_GRCH38|tad
in_tad_region|ENSG00000142794|gene|CHR1_21250000_21700000_GRCH38|tad
in_tad_region|ENSG00000162551|gene|CHR1_21250000_21700000_GRCH38|tad
in_tad_region|ENSG00000076864|gene|CHR1_21250000_21700000_GRCH38|tad
in_tad_region|ENSG00000090686|gene|CHR1_21250000_21700000_GRCH38|tad
in_tad_region|ENSG00000090686|gene|CHR1_21700000_22050000_GRCH38|tad
in_tad_region|ENSG00000187942|gene|CHR1_21700000_22050000_GRCH38|tad
in_tad_region|ENSG00000142798|gene|CHR1_21700000_22050000_GRCH38|tad
in_tad_region|ENSG00000219073|gene|CHR1_21700000_22050000_GRCH38|tad
in_tad_region|ENSG00000142789|gene|CHR1_21700000_22050000_GRCH38|tad
in_tad_region|ENSG00000070831|gene|CHR1_21700000_22050000_GRCH38|tad
in_tad_region|ENSG00000070831|gene|CHR1_22100000_22700000_GRCH38|tad
in_tad_region|ENSG00000162552|gene|CHR1_22100000_22700000_GRCH38|tad
in_tad_region|ENSG00000184677|gene|CHR1_22100000_22700000_GRCH38|tad
in_tad_region|ENSG00000070886|gene|CHR1_22100000_22700000_GRCH38|tad
in_tad_region|ENSG00000173372|gene|CHR1_22100000_22700000_GRCH38|tad
in_tad_region|ENSG00000159189|gene|CHR1_22100000_22700000_GRCH38|tad
in_tad_region|ENSG00000173369|gene|CHR1_22100000_22700000_GRCH38|tad
in_tad_region|ENSG00000133216|gene|CHR1_22700000_22950000_GRCH38|tad
in_tad_region|ENSG00000227868|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000004487|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000169641|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000179546|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000125944|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000125945|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000204219|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000088280|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000007968|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000117318|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000142676|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000011007|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000057757|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000011009|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000117308|gene|CHR1_23000000_23800000_GRCH38|tad
in_tad_region|ENSG00000117308|gene|CHR1_23800000_24050000_GRCH38|tad
in_tad_region|ENSG00000117305|gene|CHR1_23800000_24050000_GRCH38|tad
in_tad_region|ENSG00000179163|gene|CHR1_23800000_24050000_GRCH38|tad
in_tad_region|ENSG00000188822|gene|CHR1_23800000_24050000_GRCH38|tad
in_tad_region|ENSG00000189266|gene|CHR1_23800000_24050000_GRCH38|tad
in_tad_region|ENSG00000188529|gene|CHR1_23800000_24050000_GRCH38|tad
in_tad_region|ENSG00000142661|gene|CHR1_24050000_24450000_GRCH38|tad
in_tad_region|ENSG00000142677|gene|CHR1_24050000_24450000_GRCH38|tad
in_tad_region|ENSG00000185436|gene|CHR1_24050000_24450000_GRCH38|tad
in_tad_region|ENSG00000158055|gene|CHR1_24050000_24450000_GRCH38|tad
in_tad_region|ENSG00000001460|gene|CHR1_24050000_24450000_GRCH38|tad
in_tad_region|ENSG00000001461|gene|CHR1_24050000_24450000_GRCH38|tad
